Time,Data
1,1024
2,37888
3,37888
4,39936
5,41984
6,45056
7,47104
8,49152
9,54272
10,58368
11,74752
12,93184
13,98304
14,100352
15,109568
16,125952
17,134152
18,144384
19,146432
20,154624
