Time,Data
1,9216
2,40448
3,75456
4,102016
5,143208
6,175608
7,214904
8,241592
9,276536
10,310816
11,342624
12,383776
13,413832
14,444808
15,483204
16,512968
17,538824
18,577992
19,613000
20,649096
21,682952
22,724104
23,756104
24,798536
25,817224
26,854344
27,896776
28,925768
29,942344
30,961992
31,978440
32,978440
33,983624
