Time,Data
1,29696
2,60416
3,108544
4,129024
5,169984
6,203776
7,246784
8,300032
9,335872
10,379904
11,411648
12,468992
13,509952
14,552960
15,592896
16,638976
17,680960
18,710656
19,754688
20,789504
21,839744
22,878656
23,903232
24,939072
25,986176
26,986176
27,986176
28,986176
29,986176
