Time,Data
1,2048
2,2048
3,4096
4,8192
5,13312
6,13312
7,29696
8,29696
9,46080
10,48128
11,48128
12,50176
13,50176
14,66560
15,74752
16,78848
17,79872
18,80896
19,80896
20,80896
