Time,Data
1,28672
2,76800
3,119688
4,160648
5,213392
6,248208
7,300432
8,337296
9,388496
10,426776
11,473880
12,533272
13,572184
14,618272
15,660720
16,711920
17,769912
18,803704
19,846712
20,893816
21,939008
22,977984
23,1037376
24,1083456
25,1120320
26,1169472
27,1223744
28,1268800
29,1314880
30,1355840
31,1394752
32,1440832
33,1463360
34,1506368
35,1547328
36,1557568
37,1559616
