Time,Data
1,4096
2,38912
3,40960
4,41984
5,75776
6,110592
7,162816
8,200704
9,231424
10,231424
11,257024
12,297984
13,303104
14,304128
15,340992
16,345088
17,381952
18,400384
19,433152
20,467968
