Time,Data
1,4096
2,4096
3,6144
4,10240
5,21504
6,43008
7,45056
8,61440
9,61440
10,61440
11,66560
12,68608
13,69632
14,69632
15,71680
16,73728
17,90112
18,94208
19,94208
20,94208
