Time,Data
1,0
2,32768
3,57344
4,75776
5,102400
6,135168
7,155648
8,188416
9,204800
10,237568
11,257024
12,289792
13,309244
14,331840
15,363584
16,388224
17,408640
18,442432
19,454720
20,484416
21,506944
22,541760
23,561216
