Time,Data
1,6144
2,25600
3,57344
4,73728
5,94208
6,119548
7,140288
8,164864
9,186368
10,215040
11,249856
12,978192
13,997648
14,1005840
15,1005840
16,1005840
17,1005840
18,1006864
19,1038608
20,1046800
21,1073688
22,1106456
23,1139224
24,1161752
