Time,Data
1,4096
2,8192
3,10240
4,10240
5,26624
6,27648
7,29696
8,33792
9,50176
10,54272
11,56320
12,72704
13,76800
14,76800
15,76800
16,76800
17,80896
18,97280
19,101376
20,105472
