Time,Data
1,23552
2,38912
3,77824
4,106496
5,150528
6,195584
7,236544
8,272384
9,309248
10,339968
11,358400
12,391168
13,423936
14,452608
15,492544
16,538624
17,564224
18,604160
19,649216
20,679936
21,716800
22,757760
23,794624
24,816192
25,855104
26,855104
27,855104
28,855104
29,855104
30,855104
31,869440
32,892992
33,904256
34,933952
35,960576
36,985152
37,1007680
