Time,Data
1,0
2,32768
3,49152
4,65536
5,98304
6,103424
7,103424
8,108544
9,108544
10,114688
11,114688
12,147456
13,180224
14,212992
15,212992
16,229376
17,229376
18,246784
19,249856
20,282624
