Time,Data
1,17408
2,56320
3,113672
4,138248
5,173064
6,222216
7,261128
8,283656
9,339272
10,374088
11,384328
12,419144
13,472376
14,508864
15,535488
16,555520
17,596888
18,621464
19,659168
20,679448
21,720416
22,742944
23,758304
24,821944
25,858808
26,877240
27,917176
28,947896
29,1003832
30,1046720
31,1083584
32,1112256
