Time,Data
1,0
2,22528
3,33792
4,51200
5,68608
6,70656
7,71680
8,88064
9,104448
10,120832
11,120832
12,124928
13,142336
14,161792
15,163840
16,181248
17,181248
18,201728
19,216064
20,216064
