Time,Data
1,25600
2,69632
3,122880
4,164864
5,215040
6,253952
7,308224
8,355328
9,393216
10,445440
11,504832
12,538624
13,574464
14,619520
15,659456
16,705288
17,745196
18,798536
19,844616
20,888648
21,932680
22,981832
23,1025864
24,1064776
25,1111880
26,1135432
27,1176392
28,1196872
29,1242952
30,1242952
31,1247048
