Time,Threads
1,3
2,12
3,18
4,24
5,29
6,35
7,37
8,45
9,52
10,60
11,63
12,64
13,72
14,74
15,81
16,89
17,96
18,105
19,112
20,115
21,116
22,111
23,107
24,103
25,97
26,93
27,90
28,80
29,77
30,75
31,72
32,69
33,68
34,68
35,66
36,63
37,60
38,59
39,57
40,50
41,46
42,45
43,42
44,40
45,39
46,33
47,28
48,21
49,17
50,14
51,13
52,13
53,13
54,12
55,6
56,5
57,1
58,1
59,1
60,0
