Time,Data
1,8192
2,34816
3,67584
4,86016
5,110592
6,112640
7,114688
8,120832
9,133120
10,183296
11,200200
12,228936
13,250440
14,285256
15,319048
16,323144
17,343624
18,374344
19,411208
20,416328
21,431688
